code_insee,annee,indicateur,valeur
59088,2022,encours_dette,1123690.97
59088,2023,encours_dette,956948.48
59088,2024,encours_dette,782530.38
59089,2017,encours_dette,157048.25
59089,2018,encours_dette,80478.85
59089,2019,encours_dette,548.82
59089,2020,encours_dette,548.82
59089,2021,encours_dette,548.82
59089,2022,encours_dette,548.82
59089,2023,encours_dette,15327.49
59089,2024,encours_dette,12371.76
59090,2017,encours_dette,2977.38
59090,2018,encours_dette,2977.38
59090,2019,encours_dette,3327.38
59090,2020,encours_dette,4727.38
59090,2021,encours_dette,5658.1
59090,2022,encours_dette,7058.1
59090,2023,encours_dette,6642.13
59090,2024,encours_dette,5384.78
59091,2017,encours_dette,609079.69
59091,2018,encours_dette,550940.05
59091,2019,encours_dette,490833.84
59091,2020,encours_dette,428678.57
59091,2021,encours_dette,364388.07
59091,2022,encours_dette,297872.31
59091,2023,encours_dette,238178.27
59091,2024,encours_dette,182930.22
59092,2017,encours_dette,1546664.84
59092,2018,encours_dette,1469477.17
59092,2019,encours_dette,1388542.05
59092,2020,encours_dette,1303674.87
59092,2021,encours_dette,1964681.89
59092,2022,encours_dette,1797901.73
59092,2023,encours_dette,1626240.18
59092,2024,encours_dette,1448921.38
59093,2017,encours_dette,59280.99
59093,2018,encours_dette,28834.8
59093,2019,encours_dette,123772.8
59093,2020,encours_dette,112478.78
59093,2021,encours_dette,101499.04
59093,2022,encours_dette,90116.05
59093,2023,encours_dette,77142.03
59093,2024,encours_dette,70321.02
59094,2017,encours_dette,3110122.72
59094,2018,encours_dette,2747606.3
59094,2019,encours_dette,3640041.34
59094,2020,encours_dette,3186854.61
59094,2021,encours_dette,4778141.64
59094,2022,encours_dette,4295153.6
59094,2023,encours_dette,3920395.27
59094,2024,encours_dette,5912479.91
59096,2017,encours_dette,20199.59
59096,2018,encours_dette,41832.85
59096,2019,encours_dette,21192.96
59096,2020,encours_dette,10819.83
59096,2021,encours_dette,400.02
59096,2022,encours_dette,700.0
59096,2023,encours_dette,17348.72
59096,2024,encours_dette,11656.25
59097,2017,encours_dette,77760.39
59097,2018,encours_dette,62150.35
59097,2019,encours_dette,46118.1
59097,2020,encours_dette,29670.18
59097,2021,encours_dette,15374.11
59097,2022,encours_dette,810350.0
59097,2023,encours_dette,786737.89
59097,2024,encours_dette,766560.23
59098,2017,encours_dette,2201546.75
59098,2018,encours_dette,2008869.0
59098,2019,encours_dette,1835374.6
59098,2020,encours_dette,1678966.01
59098,2021,encours_dette,1536529.53
59098,2022,encours_dette,3327332.93
59098,2023,encours_dette,3050105.21
59098,2024,encours_dette,2812914.1
