code_insee,nom_commune,departement,strate_perso,taux_tfpb,evol_2021_2024,rank_tfpb_dep_strate,ecart_tfpb_2024_vs_dep_strate_mean
59001,Abancourt,59,< 500 hab,29.68,1.37,0.3203125,-2.363750000000003
59002,Abscon,59,3500-4999 hab,42.38,5.0,0.3571428571428571,-2.4207142857142827
59003,Aibes,59,< 500 hab,29.47,0.0,0.2734375,-2.573750000000004
59004,Aix-en-Pévèle,59,500-1999 hab,37.69,0.0,0.6696428571428571,1.6294285714285692
59005,Allennes-les-Marais,59,3500-4999 hab,45.0,-0.51,0.4761904761904761,0.1992857142857147
59006,Amfroipret,59,< 500 hab,31.53,0.0,0.53125,-0.5137500000000017
59007,Anhiers,59,500-1999 hab,41.7,0.0,0.8428571428571429,5.639428571428574
59008,Aniche,59,10 000-19 999 hab,48.77,0.0,0.59375,-0.1165624999999934
59009,Villeneuve-d'Ascq,59,50 000-99 999 hab,50.67,3.0,0.75,0.9724999999999966
59010,Anneux,59,< 500 hab,37.2,0.0,0.890625,5.15625
59011,Annœullin,59,10 000-19 999 hab,50.2,2.39,0.65625,1.3134375000000065
59012,Anor,59,2000-3499 hab,43.95,0.0,0.8089887640449438,4.7121348314606735
59013,Anstaing,59,500-1999 hab,45.0,2.71,0.9214285714285714,8.939428571428572
59014,Anzin,59,10 000-19 999 hab,45.98,0.0,0.34375,-2.9065625
59015,Arleux,59,2000-3499 hab,38.12,0.0,0.449438202247191,-1.117865168539332
59016,Armbouts-Cappel,59,2000-3499 hab,41.94,3.0,0.7191011235955056,2.7021348314606684
59017,Armentières,59,20 000-49 999 hab,55.67,5.0,0.9444444444444444,9.088333333333331
59018,Arnèke,59,500-1999 hab,29.43,1.4,0.1035714285714285,-6.630571428571429
59019,Artres,59,500-1999 hab,40.2,0.0,0.7892857142857143,4.139428571428574
59021,Assevent,59,500-1999 hab,30.17,0.0,0.1428571428571428,-5.890571428571427
59022,Attiches,59,2000-3499 hab,39.2,0.0,0.5224719101123596,-0.0378651685393265
59023,Aubencheul-au-Bac,59,500-1999 hab,46.55,0.0,0.9428571428571428,10.489428571428569
59024,Auberchicourt,59,3500-4999 hab,47.88,0.0,0.6904761904761905,3.0792857142857173
59025,Aubers,59,500-1999 hab,35.97,0.0,0.5321428571428571,-0.0905714285714296
59026,Aubigny-au-Bac,59,500-1999 hab,31.57,0.0,0.225,-4.490571428571428
59027,Aubry-du-Hainaut,59,500-1999 hab,42.91,0.0,0.8928571428571429,6.849428571428568
59028,Auby,59,5000-9999 hab,59.29,-3.0,0.981132075471698,14.173962264150944
59029,Auchy-lez-Orchies,59,500-1999 hab,35.47,0.7,0.5107142857142857,-0.5905714285714296
59031,Audignies,59,< 500 hab,26.29,0.0,0.0390625,-5.753750000000004
59032,Aulnoy-lez-Valenciennes,59,5000-9999 hab,39.63,0.0,0.1698113207547169,-5.486037735849052
59033,Aulnoye-Aymeries,59,5000-9999 hab,46.53,0.0,0.6415094339622641,1.4139622641509462
59034,Avelin,59,2000-3499 hab,27.68,0.0,0.0337078651685393,-11.55786516853933
59035,Avesnelles,59,2000-3499 hab,33.84,0.0,0.1573033707865168,-5.397865168539326
59036,Avesnes-sur-Helpe,59,3500-4999 hab,42.23,0.0,0.3095238095238095,-2.5707142857142884
59037,Avesnes-les-Aubert,59,3500-4999 hab,47.26,1.5,0.6666666666666666,2.4592857142857127
59038,Avesnes-le-Sec,59,500-1999 hab,40.45,0.0,0.8035714285714286,4.389428571428574
59039,Awoingt,59,500-1999 hab,32.37,0.0,0.275,-3.690571428571431
59041,Bachant,59,2000-3499 hab,47.78,0.0,0.9101123595505618,8.542134831460672
59042,Bachy,59,500-1999 hab,38.04,0.0,0.6928571428571428,1.9794285714285704
59043,Bailleul,59,10 000-19 999 hab,38.31,0.0,0.03125,-10.576562499999994
59044,Baisieux,59,5000-9999 hab,40.29,1.63,0.2075471698113207,-4.826037735849056
59045,Baives,59,< 500 hab,29.81,0.0,0.3359375,-2.233750000000004
59046,Bambecque,59,500-1999 hab,37.03,1.0,0.625,0.9694285714285726
59047,Banteux,59,< 500 hab,30.04,0.61,0.3671875,-2.003750000000004
59048,Bantigny,59,< 500 hab,38.2,6.18,0.921875,6.15625
59049,Bantouzelle,59,< 500 hab,29.63,2.07,0.3046875,-2.413750000000004
59050,Bas-Lieu,59,< 500 hab,30.43,6.48,0.3984375,-1.6137500000000031
59051,La Bassée,59,5000-9999 hab,35.47,0.0,0.0377358490566037,-9.646037735849056
59052,Bauvin,59,5000-9999 hab,48.62,3.5,0.7735849056603774,3.5039622641509425
59053,Bavay,59,2000-3499 hab,37.57,0.0,0.4157303370786517,-1.667865168539329
59054,Bavinchove,59,500-1999 hab,31.24,1.0,0.2,-4.82057142857143
59055,Bazuel,59,500-1999 hab,41.85,0.0,0.8607142857142858,5.789428571428573
59056,Beaucamps-Ligny,59,500-1999 hab,34.13,0.0,0.4214285714285714,-1.930571428571426
59057,Beaudignies,59,500-1999 hab,42.65,0.0,0.8821428571428571,6.58942857142857
59058,Beaufort,59,500-1999 hab,36.51,1.0,0.5892857142857143,0.4494285714285695
59059,Beaumont-en-Cambrésis,59,< 500 hab,43.82,3.62,0.9921875,11.776249999999996
59060,Beaurain,59,< 500 hab,29.15,0.0,0.265625,-2.8937500000000043
59061,Beaurepaire-sur-Sambre,59,< 500 hab,34.41,1.0,0.7734375,2.3662499999999937
59062,Beaurieux,59,< 500 hab,32.79,0.0,0.625,0.7462499999999963
59063,Beauvois-en-Cambrésis,59,500-1999 hab,53.64,0.0,0.9964285714285714,17.579428571428572
59064,Bellaing,59,500-1999 hab,41.81,0.0,0.85,5.749428571428574
59065,Bellignies,59,500-1999 hab,32.94,0.0,0.3071428571428571,-3.1205714285714308
59066,Bérelles,59,< 500 hab,28.15,0.0,0.1328125,-3.893750000000004
59067,Bergues,59,3500-4999 hab,54.09,0.0,0.9761904761904762,9.289285714285718
59068,Berlaimont,59,2000-3499 hab,35.26,1.0,0.2359550561797752,-3.9778651685393314
59069,Bermerain,59,500-1999 hab,45.82,0.0,0.9285714285714286,9.759428571428572
59071,Bersée,59,2000-3499 hab,37.02,3.37,0.3820224719101123,-2.2178651685393262
59072,Bersillies,59,< 500 hab,38.64,0.0,0.9375,6.596249999999998
59073,Berthen,59,500-1999 hab,32.97,0.0,0.3178571428571428,-3.0905714285714296
59074,Bertry,59,2000-3499 hab,38.13,1.0,0.4606741573033708,-1.1078651685393268
59075,Béthencourt,59,500-1999 hab,30.02,0.0,0.1321428571428571,-6.040571428571429
59076,Bettignies,59,< 500 hab,31.39,0.0,0.5234375,-0.6537500000000023
59077,Bettrechies,59,< 500 hab,34.75,0.0,0.796875,2.706249999999997
59078,Beugnies,59,500-1999 hab,31.56,0.0,0.2214285714285714,-4.50057142857143
59079,Beuvrages,59,5000-9999 hab,45.94,-2.41,0.6226415094339622,0.8239622641509428
59080,Beuvry-la-Forêt,59,2000-3499 hab,48.35,0.0,0.9325842696629212,9.112134831460672
59081,Bévillers,59,500-1999 hab,31.39,0.0,0.2142857142857142,-4.670571428571428
59082,Bierne,59,500-1999 hab,40.16,0.0,0.7821428571428571,4.099428571428568
59083,Bissezeele,59,< 500 hab,32.19,0.5,0.59375,0.1462499999999948
59084,Blaringhem,59,2000-3499 hab,27.29,0.0,0.0112359550561797,-11.94786516853933
59085,Blécourt,59,< 500 hab,33.29,0.0,0.6875,1.2462499999999963
59086,Boeschepe,59,2000-3499 hab,34.97,0.0,0.2247191011235955,-4.2678651685393305
59087,Boëseghem,59,500-1999 hab,32.0,0.0,0.2482142857142857,-4.0605714285714285
59088,Bois-Grenier,59,500-1999 hab,34.82,0.0,0.4535714285714285,-1.2405714285714282
59089,Bollezeele,59,500-1999 hab,36.08,0.71,0.5428571428571428,0.0194285714285697
59090,Bondues,59,5000-9999 hab,42.94,0.14,0.4150943396226415,-2.176037735849057
59091,Borre,59,500-1999 hab,27.17,1.0,0.0321428571428571,-8.890571428571427
59092,Bouchain,59,3500-4999 hab,36.69,0.0,0.0714285714285714,-8.110714285714288
59093,Boulogne-sur-Helpe,59,< 500 hab,28.55,0.0,0.19140625,-3.493750000000002
59094,Bourbourg,59,5000-9999 hab,49.86,0.0,0.8490566037735849,4.7439622641509445
59096,Bourghelles,59,500-1999 hab,36.31,0.0,0.575,0.2494285714285737
59097,Boursies,59,< 500 hab,27.42,0.0,0.078125,-4.623750000000001
59098,Bousbecque,59,3500-4999 hab,50.3,8.0,0.8809523809523809,5.499285714285712
59099,Bousies,59,500-1999 hab,39.04,2.0,0.7535714285714286,2.97942857142857
59100,Bousignies,59,< 500 hab,41.94,0.0,0.9765625,9.896249999999997
59101,Bousignies-sur-Roc,59,< 500 hab,30.23,0.0,0.38671875,-1.8137500000000024
59102,Boussières-en-Cambrésis,59,< 500 hab,29.71,0.0,0.328125,-2.333750000000002
59103,Boussières-sur-Sambre,59,500-1999 hab,36.63,2.0,0.6071428571428571,0.5694285714285741
59104,Boussois,59,2000-3499 hab,48.57,0.0,0.9438202247191012,9.332134831460673
59105,Bouvignies,59,500-1999 hab,37.94,1.81,0.6821428571428572,1.8794285714285688
59106,Bouvines,59,500-1999 hab,33.65,0.0,0.375,-2.41057142857143
59107,Bray-Dunes,59,3500-4999 hab,49.53,0.0,0.8571428571428571,4.729285714285716
59108,Briastre,59,500-1999 hab,33.78,-1.04,0.3785714285714285,-2.280571428571428
59109,Brillon,59,500-1999 hab,38.29,0.0,0.7196428571428571,2.22942857142857
59110,Brouckerque,59,500-1999 hab,29.81,0.0,0.1214285714285714,-6.25057142857143
59111,Broxeele,59,< 500 hab,32.8,0.0,0.6328125,0.7562499999999943
59112,Bruay-sur-l'Escaut,59,10 000-19 999 hab,63.31,0.0,1.0,14.423437500000006
59113,Bruille-lez-Marchiennes,59,500-1999 hab,55.57,0.55,1.0,19.50942857142857
59114,Bruille-Saint-Amand,59,500-1999 hab,37.29,0.0,0.6410714285714286,1.2294285714285706
59115,Brunémont,59,500-1999 hab,37.65,1.46,0.6607142857142857,1.58942857142857
59116,Bry,59,< 500 hab,34.24,0.0,0.75,2.196249999999999
59117,Bugnicourt,59,500-1999 hab,29.98,0.0,0.1285714285714285,-6.080571428571428
59118,Busigny,59,2000-3499 hab,34.21,0.0,0.1797752808988764,-5.0278651685393285
59119,Buysscheure,59,500-1999 hab,28.52,0.5,0.0642857142857142,-7.540571428571429
59120,Caëstre,59,500-1999 hab,37.9,0.56,0.675,1.83942857142857
59121,Cagnoncles,59,500-1999 hab,30.79,0.0,0.1607142857142857,-5.270571428571429
59122,Cambrai,59,20 000-49 999 hab,37.41,0.0,0.1666666666666666,-9.171666666666674
59123,Camphin-en-Carembault,59,500-1999 hab,33.02,0.0,0.3339285714285714,-3.0405714285714254
59124,Camphin-en-Pévèle,59,2000-3499 hab,39.38,0.0,0.5393258426966292,0.1421348314606731
59125,Cantaing-sur-Escaut,59,< 500 hab,27.99,0.0,0.125,-4.053750000000004
59126,Cantin,59,500-1999 hab,36.47,0.0,0.5857142857142857,0.4094285714285703
59127,Capelle,59,< 500 hab,30.14,0.0,0.375,-1.9037500000000025
59128,Capinghem,59,2000-3499 hab,38.6,0.0,0.4831460674157303,-0.637865168539328
59129,Cappelle-en-Pévèle,59,2000-3499 hab,35.61,0.0,0.2696629213483146,-3.62786516853933
59130,Cappelle-Brouck,59,500-1999 hab,28.3,2.08,0.05,-7.760571428571428
59131,Cappelle-la-Grande,59,5000-9999 hab,46.69,0.0,0.660377358490566,1.5739622641509428
59132,Carnières,59,500-1999 hab,34.38,0.0,0.4392857142857143,-1.680571428571426
59133,Carnin,59,500-1999 hab,32.93,0.0,0.3035714285714285,-3.130571428571429
59134,Cartignies,59,500-1999 hab,31.06,0.0,0.1892857142857142,-5.00057142857143
59135,Cassel,59,2000-3499 hab,34.22,0.0,0.1910112359550561,-5.0178651685393305
59136,Le Cateau-Cambrésis,59,5000-9999 hab,39.0,-1.29,0.1132075471698113,-6.116037735849055
59137,Catillon-sur-Sambre,59,500-1999 hab,41.82,0.0,0.8535714285714285,5.759428571428572
59138,Cattenières,59,500-1999 hab,29.66,0.0,0.1142857142857142,-6.400571428571428
59139,Caudry,59,10 000-19 999 hab,38.8,0.0,0.0625,-10.0865625
59140,Caullery,59,< 500 hab,33.66,2.49,0.7109375,1.6162499999999935
59141,Cauroir,59,500-1999 hab,28.67,-1.51,0.0714285714285714,-7.390571428571427
59142,Cerfontaine,59,500-1999 hab,39.37,0.0,0.7678571428571429,3.309428571428569
59143,La Chapelle-d'Armentières,59,5000-9999 hab,38.88,0.0,0.0943396226415094,-6.236037735849052
59144,Château-l'Abbaye,59,500-1999 hab,50.45,0.0,0.9821428571428572,14.389428571428574
59145,Chemy,59,500-1999 hab,32.0,4.05,0.2482142857142857,-4.0605714285714285
59146,Chéreng,59,2000-3499 hab,43.17,0.0,0.7865168539325843,3.932134831460672
59147,Choisies,59,< 500 hab,29.99,-1.68,0.3515625,-2.0537500000000044
59148,Clairfayts,59,< 500 hab,28.95,0.0,0.234375,-3.093750000000004
59149,Clary,59,500-1999 hab,34.85,0.0,0.4571428571428571,-1.210571428571427
59150,Cobrieux,59,500-1999 hab,47.42,0.93,0.9571428571428572,11.359428571428571
59151,Colleret,59,500-1999 hab,36.29,0.0,0.5714285714285714,0.2294285714285706
59152,Comines,59,10 000-19 999 hab,40.74,0.0,0.09375,-8.146562499999995
59153,Condé-sur-l'Escaut,59,5000-9999 hab,62.49,-4.0,1.0,17.373962264150947
59155,Coudekerque-Branche,59,20 000-49 999 hab,53.93,0.0,0.8888888888888888,7.348333333333329
59156,Courchelettes,59,2000-3499 hab,42.79,0.0,0.7640449438202247,3.5521348314606698
59157,Cousolre,59,2000-3499 hab,31.3,0.0,0.1011235955056179,-7.937865168539329
59158,Coutiches,59,2000-3499 hab,41.7,0.0,0.6966292134831461,2.462134831460673
59159,Craywick,59,500-1999 hab,38.79,0.0,0.7446428571428572,2.72942857142857
59160,Crespin,59,3500-4999 hab,48.13,0.0,0.7142857142857143,3.3292857142857173
59161,Crèvecœur-sur-l'Escaut,59,500-1999 hab,30.12,0.0,0.1375,-5.940571428571428
59162,Crochte,59,500-1999 hab,33.52,0.98,0.3678571428571429,-2.5405714285714254
59163,Croix,59,20 000-49 999 hab,44.18,0.0,0.3888888888888889,-2.401666666666671
59164,Croix-Caluyau,59,< 500 hab,31.02,0.0,0.484375,-1.0237500000000033
59165,Cuincy,59,5000-9999 hab,41.54,1.61,0.3396226415094339,-3.576037735849056
59166,Curgies,59,500-1999 hab,35.22,0.0,0.4821428571428571,-0.8405714285714296
59167,Cuvillers,59,< 500 hab,29.61,0.0,0.2890625,-2.4337500000000034
59168,Cysoing,59,3500-4999 hab,38.98,0.0,0.1666666666666666,-5.820714285714288
59169,Damousies,59,< 500 hab,31.91,0.0,0.578125,-0.1337500000000027
59170,Dechy,59,5000-9999 hab,48.29,0.0,0.7169811320754716,3.173962264150944
59171,Dehéries,59,< 500 hab,28.66,0.0,0.203125,-3.3837500000000027
59172,Denain,59,20 000-49 999 hab,47.7,0.0,0.6111111111111112,1.1183333333333323
59173,Deûlémont,59,500-1999 hab,37.98,0.0,0.6857142857142857,1.9194285714285684
59174,Dimechaux,59,< 500 hab,29.64,1.72,0.3125,-2.4037500000000023
59175,Dimont,59,< 500 hab,34.31,0.35,0.765625,2.2662499999999994
59176,Doignies,59,< 500 hab,26.0,0.0,0.03125,-6.043750000000003
59177,Dompierre-sur-Helpe,59,500-1999 hab,36.52,0.72,0.5928571428571429,0.4594285714285746
59178,Douai,59,20 000-49 999 hab,48.84,0.0,0.6666666666666666,2.258333333333333
59179,Douchy-les-Mines,59,10 000-19 999 hab,48.01,0.0,0.5625,-0.8765624999999986
59180,Le Doulieu,59,500-1999 hab,37.3,1.5,0.6464285714285715,1.2394285714285689
59181,Dourlers,59,500-1999 hab,33.26,0.0,0.3464285714285714,-2.8005714285714305
59182,Drincham,59,< 500 hab,30.6,0.0,0.40625,-1.4437500000000014
59183,Dunkerque,59,50 000-99 999 hab,48.43,-0.04,0.25,-1.2675000000000054
59184,Ebblinghem,59,500-1999 hab,27.65,0.0,0.0392857142857142,-8.41057142857143
59185,Écaillon,59,500-1999 hab,52.77,0.0,0.9892857142857144,16.709428571428575
59186,Eccles,59,< 500 hab,28.35,0.0,0.1640625,-3.6937500000000014
59187,Éclaibes,59,< 500 hab,37.43,-3.0,0.8984375,5.386249999999997
59188,Écuélin,59,< 500 hab,36.07,0.0,0.875,4.026249999999997
59189,Eecke,59,500-1999 hab,33.91,6.49,0.3982142857142857,-2.150571428571432
59190,Élesmes,59,500-1999 hab,37.32,0.0,0.65,1.2594285714285718
59191,Élincourt,59,500-1999 hab,35.02,0.0,0.4714285714285714,-1.0405714285714254
59192,Émerchicourt,59,500-1999 hab,42.17,0.0,0.8678571428571429,6.109428571428573
59193,Emmerin,59,2000-3499 hab,58.36,11.67,1.0,19.12213483146067
59194,Englefontaine,59,500-1999 hab,40.17,0.0,0.7857142857142857,4.109428571428573
59195,Englos,59,500-1999 hab,35.2,0.0,0.4767857142857143,-0.8605714285714257
59196,Ennetières-en-Weppes,59,500-1999 hab,29.92,0.0,0.125,-6.140571428571427
59197,Ennevelin,59,2000-3499 hab,40.98,3.71,0.6404494382022472,1.7421348314606675
59198,Eppe-Sauvage,59,< 500 hab,33.22,0.0,0.671875,1.176249999999996
59199,Erchin,59,500-1999 hab,33.94,0.0,0.4035714285714286,-2.1205714285714308
59200,Eringhem,59,< 500 hab,31.86,0.0,0.5703125,-0.1837500000000034
59201,Erquinghem-le-Sec,59,500-1999 hab,36.06,0.0,0.5392857142857143,-0.0005714285714262
59202,Erquinghem-Lys,59,5000-9999 hab,42.82,0.0,0.3962264150943396,-2.2960377358490547
59203,Erre,59,500-1999 hab,53.23,0.0,0.9928571428571428,17.16942857142857
59204,Escarmain,59,< 500 hab,30.89,0.0,0.45703125,-1.1537500000000025
59205,Escaudain,59,5000-9999 hab,41.61,0.0,0.3584905660377358,-3.5060377358490555
59206,Escaudœuvres,59,2000-3499 hab,37.9,0.0,0.4382022471910112,-1.3378651685393308
59207,Escautpont,59,3500-4999 hab,49.38,-0.5,0.8333333333333334,4.579285714285717
59208,Escobecques,59,< 500 hab,37.59,0.0,0.90625,5.546250000000001
59209,Esnes,59,500-1999 hab,36.23,0.0,0.5589285714285714,0.1694285714285683
59210,Esquelbecq,59,2000-3499 hab,37.58,0.0,0.4269662921348314,-1.657865168539331
59211,Esquerchin,59,500-1999 hab,41.28,0.0,0.825,5.219428571428573
59212,Estaires,59,5000-9999 hab,36.73,0.0,0.0754716981132075,-8.386037735849058
59213,Estourmel,59,< 500 hab,31.75,0.31,0.5546875,-0.2937500000000028
59214,Estrées,59,500-1999 hab,35.61,0.0,0.5142857142857142,-0.450571428571429
59215,Estreux,59,500-1999 hab,40.29,0.0,0.7964285714285714,4.229428571428571
59216,Eswars,59,< 500 hab,30.63,0.0,0.4140625,-1.4137500000000038
59217,Eth,59,< 500 hab,30.89,0.0,0.45703125,-1.1537500000000025
59218,Étrœungt,59,500-1999 hab,28.5,0.0,0.0607142857142857,-7.560571428571428
59219,Estrun,59,500-1999 hab,37.69,0.0,0.6696428571428571,1.6294285714285692
59220,Faches-Thumesnil,59,10 000-19 999 hab,60.25,12.0,0.96875,11.363437500000003
59221,Famars,59,2000-3499 hab,32.61,-1.85,0.1235955056179775,-6.62786516853933
59222,Faumont,59,2000-3499 hab,42.54,0.0,0.7303370786516854,3.3021348314606698
59223,Le Favril,59,500-1999 hab,34.19,0.0,0.4321428571428571,-1.8705714285714308
59224,Féchain,59,500-1999 hab,34.19,0.0,0.4321428571428571,-1.8705714285714308
59225,Feignies,59,5000-9999 hab,34.96,-1.46,0.0188679245283018,-10.156037735849054
59226,Felleries,59,500-1999 hab,30.79,0.0,0.1607142857142857,-5.270571428571429
59227,Fenain,59,5000-9999 hab,44.96,0.0,0.5660377358490566,-0.1560377358490541
59228,Férin,59,500-1999 hab,35.94,-1.0,0.5285714285714286,-0.1205714285714307
59229,Féron,59,500-1999 hab,43.97,0.0,0.9107142857142856,7.90942857142857
59230,Ferrière-la-Grande,59,5000-9999 hab,42.99,0.0,0.4716981132075472,-2.126037735849053
59231,Ferrière-la-Petite,59,500-1999 hab,40.46,0.0,0.8071428571428572,4.399428571428572
59232,La Flamengrie,59,< 500 hab,34.07,1.0,0.7421875,2.026249999999997
59233,Flaumont-Waudrechies,59,< 500 hab,32.29,0.0,0.60546875,0.2462499999999963
59234,Flers-en-Escrebieux,59,5000-9999 hab,50.99,0.0,0.9056603773584906,5.873962264150947
59236,Flesquières,59,< 500 hab,31.15,0.0,0.5,-0.8937500000000043
59237,Flêtre,59,500-1999 hab,30.66,0.0,0.15,-5.400571428571428
59238,Flines-lès-Mortagne,59,500-1999 hab,36.59,0.0,0.6035714285714285,0.5294285714285749
59239,Flines-lez-Raches,59,5000-9999 hab,36.12,1.4,0.0566037735849056,-8.996037735849058
59240,Floursies,59,< 500 hab,35.31,0.0,0.828125,3.2662499999999994
59241,Floyon,59,500-1999 hab,38.08,1.23,0.6982142857142857,2.01942857142857
59242,Fontaine-au-Bois,59,500-1999 hab,38.52,0.0,0.7357142857142858,2.459428571428574
59243,Fontaine-au-Pire,59,500-1999 hab,40.7,0.0,0.8142857142857143,4.639428571428574
59244,Fontaine-Notre-Dame,59,500-1999 hab,37.21,0.0,0.6357142857142857,1.1494285714285724
59246,Forest-en-Cambrésis,59,500-1999 hab,35.29,0.0,0.4875,-0.7705714285714294
59247,Forest-sur-Marque,59,500-1999 hab,41.84,5.0,0.8571428571428571,5.779428571428575
59249,Fourmies,59,10 000-19 999 hab,45.27,0.0,0.21875,-3.6165624999999935
59250,Fournes-en-Weppes,59,2000-3499 hab,33.95,1.0,0.1685393258426966,-5.287865168539327
59251,Frasnoy,59,< 500 hab,28.94,0.0,0.2265625,-3.1037500000000016
59252,Frelinghien,59,2000-3499 hab,35.5,1.21,0.2584269662921348,-3.73786516853933
59253,Fresnes-sur-Escaut,59,5000-9999 hab,58.05,0.0,0.9433962264150944,12.933962264150942
59254,Fressain,59,500-1999 hab,34.19,0.0,0.4321428571428571,-1.8705714285714308
59255,Fressies,59,500-1999 hab,33.85,0.0,0.3857142857142857,-2.210571428571427
59256,Fretin,59,2000-3499 hab,31.12,0.0,0.0898876404494382,-8.117865168539328
59257,Fromelles,59,500-1999 hab,32.4,0.0,0.2857142857142857,-3.66057142857143
59258,Genech,59,2000-3499 hab,40.0,5.0,0.5842696629213483,0.7621348314606706
59259,Ghissignies,59,500-1999 hab,36.0,0.0,0.5357142857142857,-0.0605714285714285
59260,Ghyvelde,59,3500-4999 hab,38.28,0.07,0.119047619047619,-6.520714285714284
59261,Glageon,59,500-1999 hab,41.59,0.0,0.8357142857142857,5.529428571428575
59262,Godewaersvelde,59,2000-3499 hab,39.94,3.66,0.5730337078651685,0.7021348314606684
59263,Gœulzin,59,500-1999 hab,36.58,0.0,0.6,0.5194285714285698
59264,Gognies-Chaussée,59,500-1999 hab,33.62,0.0,0.3714285714285714,-2.440571428571431
59265,Gommegnies,59,2000-3499 hab,33.64,0.0,0.1348314606741573,-5.597865168539329
59266,Gondecourt,59,3500-4999 hab,42.1,10.0,0.2857142857142857,-2.700714285714284
59267,Gonnelieu,59,< 500 hab,27.85,0.0,0.1171875,-4.193750000000001
59268,La Gorgue,59,5000-9999 hab,39.11,0.0,0.1320754716981132,-6.006037735849056
59269,Gouzeaucourt,59,500-1999 hab,34.14,1.63,0.425,-1.920571428571428
59270,Grand-Fayt,59,< 500 hab,33.58,0.0,0.703125,1.5362499999999957
59271,Grande-Synthe,59,20 000-49 999 hab,38.32,0.0,0.2222222222222222,-8.26166666666667
59272,Grand-Fort-Philippe,59,3500-4999 hab,48.47,0.0,0.7380952380952381,3.6692857142857136
59273,Gravelines,59,10 000-19 999 hab,47.85,0.0,0.5,-1.0365624999999952
59274,La Groise,59,< 500 hab,28.55,0.0,0.19140625,-3.493750000000002
59275,Gruson,59,500-1999 hab,48.88,0.0,0.9714285714285714,12.819428571428574
59276,Guesnain,59,3500-4999 hab,50.42,0.0,0.9285714285714286,5.619285714285716
59277,Gussignies,59,< 500 hab,27.36,0.0,0.0703125,-4.683750000000003
59278,Hallennes-lez-Haubourdin,59,3500-4999 hab,42.34,0.0,0.3333333333333333,-2.460714285714282
59279,Halluin,59,20 000-49 999 hab,51.44,3.8,0.8333333333333334,4.858333333333327
59280,Hamel,59,500-1999 hab,34.12,0.0,0.4178571428571428,-1.940571428571431
59281,Hantay,59,500-1999 hab,49.97,8.24,0.9785714285714284,13.90942857142857
59282,Hardifort,59,< 500 hab,31.29,0.0,0.515625,-0.7537500000000037
59283,Hargnies,59,500-1999 hab,30.86,0.0,0.1714285714285714,-5.200571428571429
59284,Hasnon,59,3500-4999 hab,43.6,0.0,0.4047619047619047,-1.2007142857142838
59285,Haspres,59,2000-3499 hab,40.38,0.0,0.6067415730337079,1.1421348314606732
59286,Haubourdin,59,10 000-19 999 hab,45.29,2.0,0.25,-3.596562499999997
59287,Haucourt-en-Cambrésis,59,< 500 hab,30.68,0.0,0.421875,-1.3637500000000031
59288,Haulchin,59,2000-3499 hab,38.79,-3.0,0.4943820224719101,-0.4478651685393302
59289,Haussy,59,500-1999 hab,33.29,0.0,0.3535714285714286,-2.7705714285714294
59290,Haut-Lieu,59,< 500 hab,28.31,0.0,0.15625,-3.733750000000004
59291,Hautmont,59,10 000-19 999 hab,44.04,-0.38,0.15625,-4.846562499999997
59292,Haveluy,59,2000-3499 hab,51.0,0.0,0.9662921348314608,11.76213483146067
59293,Haverskerque,59,500-1999 hab,36.4,0.0,0.5821428571428572,0.3394285714285701
59294,Haynecourt,59,< 500 hab,25.02,0.0,0.0078125,-7.023750000000003
59295,Hazebrouck,59,20 000-49 999 hab,35.12,0.0,0.1111111111111111,-11.461666666666671
59296,Hecq,59,< 500 hab,34.29,0.0,0.7578125,2.2462499999999963
59297,Hélesmes,59,500-1999 hab,29.23,-2.0,0.0928571428571428,-6.830571428571428
59299,Hem,59,10 000-19 999 hab,46.23,0.0,0.375,-2.6565625
59300,Hem-Lenglet,59,500-1999 hab,26.14,0.0,0.0142857142857142,-9.920571428571428
59301,Hergnies,59,3500-4999 hab,53.62,0.0,0.9523809523809524,8.819285714285712
59302,Hérin,59,3500-4999 hab,46.14,0.0,0.6190476190476191,1.3392857142857153
59303,Herlies,59,2000-3499 hab,35.39,0.0,0.247191011235955,-3.847865168539329
59304,Herrin,59,< 500 hab,31.21,1.49,0.5078125,-0.833750000000002
59305,Herzeele,59,500-1999 hab,40.61,0.0,0.8107142857142857,4.549428571428571
59306,Hestrud,59,< 500 hab,32.29,0.0,0.60546875,0.2462499999999963
59307,Holque,59,500-1999 hab,24.76,0.0,0.0035714285714285,-11.300571428571429
59308,Hondeghem,59,500-1999 hab,29.14,0.0,0.0875,-6.920571428571428
59309,Hondschoote,59,3500-4999 hab,44.49,0.0,0.4285714285714285,-0.3107142857142833
59310,Hon-Hergies,59,500-1999 hab,35.36,0.0,0.4964285714285714,-0.7005714285714291
59311,Honnechy,59,500-1999 hab,32.01,0.0,0.2553571428571428,-4.050571428571431
59312,Honnecourt-sur-Escaut,59,500-1999 hab,30.6,0.0,0.1464285714285714,-5.460571428571427
59313,Hordain,59,500-1999 hab,32.09,0.0,0.2607142857142857,-3.970571428571425
59314,Hornaing,59,3500-4999 hab,39.61,3.03,0.1904761904761904,-5.190714285714286
59315,Houdain-lez-Bavay,59,500-1999 hab,36.32,2.0,0.5785714285714286,0.2594285714285718
59316,Houplin-Ancoisne,59,2000-3499 hab,49.68,1.91,0.9550561797752808,10.44213483146067
